#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-05-10T18:53:17 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ60997c9c16b320	
#INFO	-out.max=9999	
#INFO	queryParameters=17	
#-oc.form=dec
#-out.max=9999
#-order=I
#-out.src=II/7A/catalog
#-nav=cat:II/7A&tab:{II/7A/catalog}&key:source=II/7A/catalog&HTTPPRM:&&-ref=VIZ60997c9c16b320&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=JP11&-out=LID&-out=n_LID&-out=I&-sort=I&-out=ref&-out=_RA&-out=_DE&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=II/7A/catalog
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=II/7A/catalog
#-out=JP11
#-out=LID
#-out=n_LID
#-out=I
#-out=ref
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_2007
#Name: II/7A
#Title: UBVRIJKLMNH Photoelectric Catalogue (Morel+ 1978)
#Table	II_7A_catalog:
#Name: II/7A/catalog
#Title: Catalog Data
#Column	JP11	(A6)	Johnson Photometry 11 colours number	[ucd=meta.id]
#Column	LID	(F11.8)	Coded identification number	[ucd=meta.id;meta.main]
#Column	n_LID	(A1)	[ DSV%1-3] Suffix to LID	[ucd=meta.note]
#Column	I	(F6.3)	? I magnitude: 0.88, 0.87 um	[ucd=phot.mag;em.opt.I]
#Column	ref	(I4)	[8001,8154] Reference number (see file: refs)	[ucd=meta.id]
#Column	_RA	(F9.5)	J2000 Position from Simbad -- not always accurate or existing (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	J2000 Position from Simbad -- not always accurate or existing (declination part)	[ucd=pos.eq.dec;meta.main]
JP11;LID;n_LID;I;ref;_RA;_DE
  4526; 4.35160104; ; 8.450;8117;161.19746;-59.73167
  4527; 4.35160110; ; 8.210;8117;161.30392;-59.73886
  4528; 4.35160112; ; 8.370;8117;161.31908;-59.72711
  4529; 4.35160115; ; 9.590;8117;161.33596;-59.71436
  4530; 4.35160177; ; 6.730;8117;161.04307;-59.71984
  4531; 5.11210001; ; 1.930;8029;103.53314;-24.18421
  4532; 5.11210004; ; 6.410;8050;103.55435;-23.92834
  4532; 5.11210004; ;      ;8102;103.55435;-23.92834
  4534; 5.11210022; ; 4.720;8029;097.96403;-23.41842
  4535; 5.11210023; ; 5.570;8049;101.11861;-31.07052
  4535; 5.11210023; ; 5.650;8062;101.11861;-31.07052
  4535; 5.11210023; ; 5.580;8062;101.11861;-31.07052
  4535; 5.11210023; ; 5.170;8062;101.11861;-31.07052
  4539; 5.11210024; ; 5.170;8029;103.38711;-20.22425
  4540; 5.11210026; ; 4.390;8029;104.03427;-17.05424
  4541; 5.11210028; ; 1.110;8029;105.42978;-27.93483
  4541; 5.11210028; ; 1.110;8057;105.42978;-27.93483
  4541; 5.11210028; ;      ;8132;105.42978;-27.93483
  4544; 5.11210029; ; 3.090;8011;105.75614;-23.83329
  4544; 5.11210029; ; 3.090;8029;105.75614;-23.83329
  4546; 5.11210030; ; 4.230;8029;105.93955;-15.63329
  4547; 5.11210031; ; 1.000;8029;107.09785;-26.39320
  4547; 5.11210031; ;      ;8132;107.09785;-26.39320
  4549; 5.11210034; ; 2.430;8029;111.02376;-29.30310
  4550; 5.11210035; ; 5.540;8049;111.74785;-23.08602
  4550; 5.11210035; ;      ;8111;111.74785;-23.08602
  4550; 5.11210035; ; 5.570;8062;111.74785;-23.08602
  4550; 5.11210035; ; 5.540;8062;111.74785;-23.08602
  4550; 5.11210035; ; 6.460;8062;111.74785;-23.08602
  4555; 5.11210044; ; 1.870;8029;109.14580;-27.88118
  4556; 5.11400007; ; 5.640;8049;110.75290;-31.92378
  4556; 5.11400007; ; 5.620;8062;110.75290;-31.92378
  4556; 5.11400007; ; 5.640;8062;110.75290;-31.92378
  4556; 5.11400007; ; 5.470;8062;110.75290;-31.92378
  4560; 5.20200044; ; 3.230;8029;047.26675;+49.61328
  4560; 5.20200044; ;      ;8043;047.26675;+49.61328
  4562; 5.20200605; ;      ;8002;051.08071;+49.86118
  4562; 5.20200605; ;      ;8004;051.08071;+49.86118
  4562; 5.20200605; ;      ;8010;051.08071;+49.86118
  4562; 5.20200605; ;      ;8011;051.08071;+49.86118
  4562; 5.20200605; ; 1.010;8029;051.08071;+49.86118
  4567; 5.20200774; ; 5.070;8029;052.01279;+49.06287
  4568; 5.20200835; ; 4.760;8029;052.34188;+49.50895
  4569; 5.20200900; ; 2.550;8029;052.64368;+47.99522
  4570; 5.20201164; ; 4.140;8029;054.12241;+48.19263
  4570; 5.20201164; ;      ;8111;054.12241;+48.19263
  4570; 5.20201164; ;      ;8151;054.12241;+48.19263
  4573; 5.20220025; ; 8.740;8039;055.72965;+24.49308
  4574; 5.20220102; ; 9.440;8039;055.85223;+23.22593
  4575; 5.20220120; ; 9.810;8039;055.88314;+23.67408
  4576; 5.20220152; ; 9.750;8039;055.90724;+23.53600
  4577; 5.20220153; ; 7.310;8039;055.92999;+25.08071
  4578; 5.20220157; ; 7.390;8039;055.92306;+23.64915
  4578; 5.20220157; ; 7.380;8051;055.92306;+23.64915
  4580; 5.20220158; ; 7.810;8039;055.93019;+24.37458
  4580; 5.20220158; ; 7.830;8051;055.93019;+24.37458
  4582; 5.20220164; ; 8.770;8039;055.92866;+23.59479
  4583; 5.20220173; ; 9.710;8039;055.95170;+25.19013
  4584; 5.20220232; ; 7.780;8039;056.00125;+24.55694
  4585; 5.20220233; ; 8.810;8039;055.99501;+23.88274
  4586; 5.20220248; ; 9.910;8039;056.00245;+23.54392
  4587; 5.20220250; ; 9.770;8039;056.01767;+24.98984
  4588; 5.20220253; ; 9.680;8039;056.01473;+24.50424
  4589; 5.20220293; ; 9.800;8039;056.05792;+24.77944
  4590; 5.20220298;D; 9.660;8039;056.05125;+24.03417
  4591; 5.20220303; ; 9.160;8039;056.05917;+24.10472
  4592; 5.20220314; ; 9.640;8039;056.08372;+24.79618
  4593; 5.20220320; ; 9.790;8039;056.08458;+24.77417
  4594; 5.20220338; ; 8.260;8039;056.09811;+24.13266
  4595; 5.20220344; ; 7.770;8039;056.10716;+24.39472
  4596; 5.20220405; ; 9.030;8039;056.16980;+24.81854
  4597; 5.20220447; ; 5.450;8029;056.20090;+24.28947
  4597; 5.20220447; ; 5.470;8051;056.20090;+24.28947
  4599; 5.20220468; ; 3.810;8029;056.21891;+24.11334
  4599; 5.20220468; ; 3.800;8051;056.21891;+24.11334
  4601; 5.20220470; ; 8.230;8039;056.21349;+23.26892
  4602; 5.20220476; ; 9.640;8039;056.22417;+23.92250
  4603; 5.20220489; ; 9.470;8039;056.23542;+24.43278
  4604; 5.20220514; ; 9.760;8039;056.26668;+25.25784
  4605; 5.20220530; ; 8.350;8039;056.27202;+23.70268
  4606; 5.20220531; ; 8.040;8039;056.27725;+24.26352
  4606; 5.20220531; ; 8.060;8051;056.27725;+24.26352
  4608; 5.20220541; ; 5.690;8029;056.29058;+24.83926
  4608; 5.20220541; ; 5.690;8051;056.29058;+24.83926
  4610; 5.20220563; ; 4.400;8029;056.30206;+24.46728
  4610; 5.20220563; ; 4.400;8051;056.30206;+24.46728
  4612; 5.20220605; ; 8.270;8039;056.33691;+24.92207
  4612; 5.20220605; ; 8.300;8051;056.33691;+24.92207
  4614; 5.20220627; ; 8.880;8039;056.35052;+24.88600
  4615; 5.20220652; ; 7.700;8039;056.35882;+24.03516
  4616; 5.20220697; ; 8.010;8039;056.39346;+24.46328
  4617; 5.20220708; ; 9.160;8039;056.39729;+24.08331
  4618; 5.20220717; ; 6.890;8039;056.40745;+24.33562
  4618; 5.20220717; ; 6.890;8051;056.40745;+24.33562
  4620; 5.20220727; ; 8.860;8039;056.41738;+24.62726
  4620; 5.20220727; ; 8.880;8051;056.41738;+24.62726
  4622; 5.20220739; ; 8.590;8039;056.42549;+24.90603
  4622; 5.20220739; ; 8.590;8051;056.42549;+24.90603
  4624; 5.20220745; ; 8.600;8039;056.42233;+24.28856
  4624; 5.20220745; ; 8.610;8051;056.42233;+24.28856
  4626; 5.20220761; ; 9.540;8039;056.43421;+24.21939
  4627; 5.20220785; ; 3.890;8029;056.45669;+24.36775
  4627; 5.20220785; ; 3.900;8051;056.45669;+24.36775
  4629; 5.20220801; ; 6.760;8039;056.45342;+23.14714
  4629; 5.20220801; ; 6.760;8051;056.45342;+23.14714
  4631; 5.20220804; ; 7.560;8039;056.46515;+24.03889
  4632; 5.20220817; ; 5.740;8029;056.47698;+24.55451
  4632; 5.20220817; ; 5.740;8051;056.47698;+24.55451
  4634; 5.20220859; ; 6.410;8029;056.51208;+24.52790
  4634; 5.20220859; ; 6.430;8051;056.51208;+24.52790
  4636; 5.20220923; ; 9.260;8039;056.54184;+23.34002
  4637; 5.20220948; ; 7.810;8039;056.55287;+23.12854
  4638; 5.20220956; ; 7.460;8039;056.56667;+24.18983
  4639; 5.20220975; ; 9.320;8039;056.57496;+23.48667
  4640; 5.20220980; ; 4.150;8029;056.58154;+23.94836
  4640; 5.20220980; ; 4.130;8051;056.58154;+23.94836
  4642; 5.20220996; ; 9.500;8039;056.59442;+24.57012
  4643; 5.20221015; ; 9.580;8039;056.61392;+25.13555
  4644; 5.20221028; ; 7.240;8039;056.61367;+24.25501
  4644; 5.20221028; ; 7.230;8051;056.61367;+24.25501
  4646; 5.20221084; ; 7.490;8016;056.64249;+23.62403
  4646; 5.20221084; ; 7.500;8039;056.64249;+23.62403
  4646; 5.20221084; ; 7.470;8051;056.64249;+23.62403
  4646; 5.20221084; ; 7.550;8054;056.64249;+23.62403
  4650; 5.20221101; ; 9.340;8039;056.66154;+24.95964
  4651; 5.20221117; ; 9.210;8039;056.65708;+23.78774
  4652; 5.20221122; ; 8.590;8039;056.66388;+24.10325
  4652; 5.20221122; ; 8.610;8051;056.66388;+24.10325
  4654; 5.20221132; ; 8.670;8039;056.65998;+22.91978
  4655; 5.20221139; ; 8.680;8039;056.66665;+23.11034
  4656; 5.20221182; ; 9.570;8039;056.69607;+22.91457
  4657; 5.20221200; ; 9.080;8039;056.71057;+23.23919
  4658; 5.20221207; ; 9.580;8039;056.72885;+24.79635
  4659; 5.20221215; ; 9.610;8039;056.72399;+23.58356
  4660; 5.20221234; ; 6.740;8039;056.74749;+24.52012
  4660; 5.20221234; ; 6.760;8051;056.74749;+24.52012
  4662; 5.20221266; ; 7.710;8039;056.76480;+24.81993
  4663; 5.20221284; ; 7.920;8039;056.76744;+23.99528
  4663; 5.20221284; ; 7.930;8051;056.76744;+23.99528
  4665; 5.20221309; ; 8.760;8039;056.79190;+24.27665
  4666; 5.20221338; ; 7.930;8039;056.81902;+24.12841
  4666; 5.20221338; ; 7.970;8051;056.81902;+24.12841
  4668; 5.20221362; ; 7.880;8039;056.83065;+24.13906
  4669; 5.20221375; ; 6.290;8039;056.83765;+24.11627
  4669; 5.20221375; ; 6.290;8051;056.83765;+24.11627
  4671; 5.20221380; ; 7.000;8039;056.83737;+23.80335
  4672; 5.20221384; ; 7.370;8039;056.85026;+24.58844
  4672; 5.20221384; ; 7.360;8051;056.85026;+24.58844
  4674; 5.20221397; ; 7.070;8039;056.85174;+23.91469
  4674; 5.20221397; ; 7.070;8131;056.85174;+23.91469
  4676; 5.20221407; ; 7.750;8039;056.84540;+22.92212
  4677; 5.20221425; ; 7.560;8039;056.86179;+23.67834
  4677; 5.20221425; ; 7.530;8051;056.86179;+23.67834
  4679; 5.20221431; ; 6.710;8039;056.87272;+24.28834
  4680; 5.20221432; ; 2.880;8029;056.87115;+24.10514
  4680; 5.20221432; ; 2.880;8051;056.87115;+24.10514
  4682; 5.20221514; ; 9.570;8039;056.91850;+24.36461
  4683; 5.20221613; ; 9.060;8039;056.96879;+23.94122
  4683; 5.20221613; ; 9.100;8051;056.96879;+23.94122
  4685; 5.20221726; ; 8.460;8039;057.02964;+24.14213
  4686; 5.20221762; ; 7.710;8039;057.05648;+24.31842
  4687; 5.20221766; ; 8.380;8039;057.07031;+25.21512
  4687; 5.20221766; ; 8.410;8051;057.07031;+25.21512
  4689; 5.20221776; ; 9.840;8039;057.07373;+25.04786
  4690; 5.20221797; ; 9.300;8039;057.07250;+23.62667
  4691; 5.20221823; ; 5.460;8029;057.08673;+23.42125
  4691; 5.20221823; ; 5.480;8051;057.08673;+23.42125
  4693; 5.20221856; ; 9.210;8039;057.10902;+24.04842
  4694; 5.20221876; ; 6.740;8039;057.12540;+24.34552
  4694; 5.20221876; ; 6.760;8051;057.12540;+24.34552
  4696; 5.20221912; ; 8.280;8039;057.14492;+24.18112
  4697; 5.20221924; ; 9.470;8039;057.14381;+23.43481
  4698; 5.20221993; ; 7.950;8039;057.18290;+23.25982
  4699; 5.20222027; ; 9.650;8039;057.20417;+24.26750
  4700; 5.20222147; ; 9.610;8039;057.27542;+23.78139
  4701; 5.20222168; ; 3.660;8029;057.29059;+24.05342
  4701; 5.20222168; ; 3.670;8051;057.29059;+24.05342
  4703; 5.20222172; ; 9.500;8039;057.29890;+24.63659
  4704; 5.20222181; ; 5.080;8051;057.29673;+24.13671
  4704; 5.20222181; ;      ;8111;057.29673;+24.13671
  4704; 5.20222181;V; 5.080;8029;057.29673;+24.13671
  4707; 5.20222195; ; 7.810;8039;057.30077;+23.88679
  4708; 5.20222220; ; 7.310;8039;057.32001;+24.39613
  4709; 5.20222263; ; 6.570;8039;057.34062;+24.38096
  4709; 5.20222263; ; 6.600;8051;057.34062;+24.38096
  4711; 5.20222278; ; 9.610;8039;057.35717;+24.93763
  4712; 5.20222289; ; 7.730;8039;057.35826;+24.24771
  4713; 5.20222341; ; 9.870;8039;057.38833;+23.79583
  4714; 5.20222345; ; 8.480;8039;057.38636;+23.38041
  4715; 5.20222415; ; 7.840;8039;057.42052;+23.34157
  4715; 5.20222415; ; 7.840;8051;057.42052;+23.34157
  4717; 5.20222425; ; 6.190;8029;057.43138;+23.71185
  4717; 5.20222425; ; 6.210;8051;057.43138;+23.71185
  4719; 5.20222488; ; 7.460;8039;057.48581;+24.34900
  4719; 5.20222488; ; 7.450;8051;057.48581;+24.34900
  4721; 5.20222500; ; 6.560;8051;057.48917;+23.84750
  4721; 5.20222500;D; 6.550;8039;057.48917;+23.84750
  4723; 5.20222506; ; 9.380;8039;057.48541;+23.21862
  4724; 5.20222644; ;10.000;8039;057.58583;+24.46833
  4725; 5.20222786; ; 9.420;8039;057.66698;+23.93304
  4726; 5.20222866; ; 6.770;8039;057.71845;+23.96147
  4727; 5.20223031; ; 8.260;8039;057.86339;+24.51865
  4727; 5.20223031; ; 8.270;8051;057.86339;+24.51865
  4729; 5.20223097; ; 9.880;8039;057.91853;+24.98319
  4730; 5.20223179; ; 9.190;8039;057.98694;+23.90197
  4731; 5.20225001; ; 8.740;8039;053.53046;+24.34445
  4732; 5.20225002; ; 8.380;8039;053.74444;+23.53014
  4733; 5.20225003; ; 8.470;8039;054.35019;+22.35099
  4734; 5.20225004; ; 6.740;8039;054.66967;+22.65961
  4735; 5.20225005; ; 7.080;8039;054.77801;+24.70287
  4736; 5.20225006; ; 6.260;8039;054.75025;+20.91576
  4736; 5.20225006; ; 6.260;8131;054.75025;+20.91576
  4738; 5.20225007; ; 7.150;8039;054.80501;+21.84325
  4739; 5.20225008; ; 8.280;8039;054.96308;+25.19510
  4740; 5.20225009; ; 8.520;8039;055.34570;+23.48694
  4741; 5.20225010; ; 8.410;8039;055.51968;+22.85856
  4742; 5.20225011; ; 9.070;8039;055.59999;+21.47349
  4743; 5.20225012; ; 7.910;8039;055.87204;+22.73481
  4744; 5.20225013; ; 9.010;8039;055.94448;+25.41334
  4745; 5.20225014; ; 8.740;8039;056.24551;+22.03245
  4746; 5.20225015; ; 8.360;8039;056.28097;+22.29355
  4747; 5.20225016; ; 7.500;8039;056.38328;+21.24669
  4748; 5.20225017; ; 7.580;8039;056.41625;+22.69447
  4749; 5.20225018; ; 7.660;8039;056.49641;+25.39859
  4750; 5.20225019; ; 8.180;8039;056.64512;+25.84386
  4751; 5.20225020; ; 7.960;8039;056.94515;+25.38569
  4752; 5.20225021; ; 7.780;8039;057.16385;+21.92499
  4753; 5.20225022; ; 7.480;8039;057.29691;+22.60947
  4754; 5.20225023; ; 6.980;8039;057.40908;+22.53348
  4755; 5.20225024; ; 8.760;8039;057.47047;+25.64746
  4756; 5.20225025; ; 6.010;8029;057.47947;+22.24415
  4757; 5.20225026; ; 8.870;8039;057.57363;+25.37956
  4758; 5.20225027; ; 8.610;8039;057.78160;+25.40845
  4759; 5.20225028; ; 7.480;8039;057.98925;+25.99888
  4760; 5.20225029; ; 8.720;8039;058.22282;+24.71573
  4761; 5.20225030; ; 6.120;8039;058.39366;+25.68288
  4762; 5.20225031; ; 8.250;8039;059.00597;+23.12634
  4763; 5.20225032; ; 8.390;8039;059.01616;+22.22697
  4764; 5.20225033; ; 9.460;8039;059.05327;+25.76208
  4765; 5.20225034; ; 7.910;8039;059.11717;+23.15027
  4766; 5.20225035; ; 7.150;8039;059.58708;+24.08112
  4767; 5.20250001; ; 6.610;8039;049.35995;+07.65581
  4768; 5.20250002; ; 6.950;8039;049.38659;+07.69015
  4769; 5.20250003; ; 7.350;8039;052.62679;+20.10326
  4770; 5.20250004; ; 7.800;8039;053.20866;+23.69218
  4771; 5.20250005; ; 8.130;8039;054.39572;+21.34317
  4772; 5.20250006; ; 5.470;8029;058.29186;+17.32708
  4773; 5.20250007; ; 7.850;8039;058.77709;+16.99848
  4774; 5.20250008; ; 5.770;8029;059.91872;+10.33040
  4775; 5.20250009; ; 7.700;8039;060.16475;+20.38042
  4776; 5.20250010; ; 7.070;8039;061.56720;+15.69812
  4777; 5.20250011;D; 5.420;8029;061.92493;+15.16279
  4778; 5.20250013; ; 6.010;8039;062.67652;+18.42325
  4779; 5.20250014; ; 5.190;8029;062.83451;+05.52305
  4780; 5.20250015; ; 7.160;8039;063.63465;+23.57494
  4780; 5.20250015; ; 7.200;8043;063.63465;+23.57494
  4780; 5.20250015; ;      ;8060;063.63465;+23.57494
  4783; 5.20250016; ; 6.470;8039;063.62675;+22.45186
  4784; 5.20250017; ; 7.530;8039;063.60688;+14.62503
  4785; 5.20250018; ; 7.190;8039;063.61357;+12.43532
  4786; 5.20250019; ; 6.400;8039;063.64309;+10.70139
  4787; 5.20250020; ; 5.730;8029;063.94285;+15.40069
  4788; 5.20250021; ; 8.100;8039;064.13949;+21.90747
  4789; 5.20250022; ; 7.290;8039;064.41226;+16.94786
  4790; 5.20250023; ; 6.640;8039;064.50766;+18.25680
  4791; 5.20250024; ; 5.210;8029;064.59668;+21.57930
  4792; 5.20250025; ; 8.320;8039;064.58031;+16.08834
  4792; 5.20250025; ; 8.340;8043;064.58031;+16.08834
  4792; 5.20250025; ;      ;8060;064.58031;+16.08834
  4795; 5.20250026; ; 7.640;8039;064.74156;+19.90670
  4796; 5.20250027; ; 7.490;8039;064.78337;+17.52475
  4797; 5.20250028; ; 2.450;8029;064.94835;+15.62764
  4797; 5.20250028; ;      ;8060;064.94835;+15.62764
  4799; 5.20250029; ; 6.110;8039;064.97858;+16.52259
  4800; 5.20250030; ; 5.150;8029;064.99043;+14.03520
  4800; 5.20250030; ;      ;8043;064.99043;+14.03520
  4800; 5.20250030; ;      ;8060;064.99043;+14.03520
  4803; 5.20250031; ; 6.660;8039;065.05403;+19.23348
  4804; 5.20250032; ; 5.540;8029;065.10462;+18.74261
  4804; 5.20250032; ;      ;8043;065.10462;+18.74261
  4804; 5.20250032; ;      ;8060;065.10462;+18.74261
  4807; 5.20250033; ; 4.910;8029;065.15129;+15.09545
  4807; 5.20250033; ;      ;8043;065.15129;+15.09545
  4807; 5.20250033; ;      ;8060;065.15129;+15.09545
  4810; 5.20250034; ; 5.500;8029;065.21967;+13.86443
  4810; 5.20250034; ;      ;8043;065.21967;+13.86443
  4810; 5.20250034; ;      ;8060;065.21967;+13.86443
  4813; 5.20250035; ; 6.140;8039;065.38187;+21.03988
  4814; 5.20250036; ; 6.170;8039;065.38445;+18.41758
  4815; 5.20250037; ; 6.000;8039;065.39498;+14.40979
  4816; 5.20250038; ; 5.240;8029;065.51466;+14.07720
  4817; 5.20250039; ; 6.940;8039;065.68658;+16.79104
  4818; 5.20250040; ; 6.190;8039;065.68405;+15.05609
  4819; 5.20250041; ;      ;8004;065.73372;+17.54251
  4819; 5.20250041; ; 2.560;8029;065.73372;+17.54251
  4819; 5.20250041; ;      ;8060;065.73372;+17.54251
  4822; 5.20250042; ; 7.840;8039;065.84304;+21.37910
  4823; 5.20250043; ; 8.140;8039;065.84521;+19.65868
  4823; 5.20250043; ; 8.140;8043;065.84521;+19.65868
  4823; 5.20250043; ;      ;8060;065.84521;+19.65868
  4826; 5.20250044; ; 6.510;8039;065.87667;+24.40540
  4827; 5.20250045; ; 5.210;8029;065.85443;+16.77726
  4828; 5.20250046; ; 7.990;8039;065.88472;+14.67048
  4829; 5.20250047; ; 4.570;8029;066.02400;+17.44413
  4830; 5.20250048; ; 6.400;8039;066.06073;+21.73624
  4831; 5.20250049; ; 7.420;8039;066.05326;+16.37893
  4832; 5.20250050; ; 6.720;8039;066.05190;+14.75821
  4832; 5.20250050; ; 6.730;8043;066.05190;+14.75821
  4832; 5.20250050; ;      ;8060;066.05190;+14.75821
  4835; 5.20250051; ; 6.290;8039;066.09280;+17.07895
  4836; 5.20250052; ; 6.940;8039;066.11802;+16.88617
  4836; 5.20250052; ; 6.940;8043;066.11802;+16.88617
  4836; 5.20250052; ;      ;8060;066.11802;+16.88617
  4839; 5.20250053; ; 5.370;8029;066.23803;+19.04201
  4840; 5.20250054; ; 4.010;8029;066.34236;+22.29387
  4840; 5.20250054; ; 4.010;8043;066.34236;+22.29387
  4840; 5.20250054; ;      ;8060;066.34236;+22.29387
  4843; 5.20250055; ; 4.880;8029;066.35423;+22.20000
  4844; 5.20250056; ; 4.180;8029;066.37243;+17.92791
  4845; 5.20250057; ; 5.760;8029;066.40549;+15.94101
  4846; 5.20250058; ; 6.600;8039;066.46553;+18.86406
  4847; 5.20250059; ; 6.720;8039;066.52442;+15.52433
  4848; 5.20250060; ; 3.870;8029;066.57693;+22.81358
  4849; 5.20250061; ; 6.640;8039;066.48891;+05.15014
  4850; 5.20250062; ; 6.710;8039;066.57708;+21.47043
  4851; 5.20250063; ; 7.160;8039;066.60253;+16.85332
  4852; 5.20250064; ; 7.230;8039;066.66717;+16.74690
  4853; 5.20250065; ; 6.670;8039;066.89954;+15.58919
  4853; 5.20250065; ;      ;8043;066.89954;+15.58919
  4853; 5.20250065; ;      ;8060;066.89954;+15.58919
  4856; 5.20250066; ; 6.730;8039;066.94198;+11.73642
  4857; 5.20250067; ; 5.330;8029;067.00326;+21.61991
  4858; 5.20250068; ; 5.400;8029;067.09751;+14.74097
  4859; 5.20250069; ; 7.650;8039;067.15506;+19.74069
  4859; 5.20250069; ; 7.690;8043;067.15506;+19.74069
  4859; 5.20250069; ;      ;8060;067.15506;+19.74069
  4862; 5.20250070; ; 2.310;8029;067.15416;+19.18043
  4862; 5.20250070; ;      ;8060;067.15416;+19.18043
  4864; 5.20250071; ; 2.650;8029;067.14373;+15.96218
  4864; 5.20250071; ;      ;8060;067.14373;+15.96218
  4866; 5.20250072; ; 3.120;8029;067.16559;+15.87088
  4866; 5.20250072; ;      ;8043;067.16559;+15.87088
  4866; 5.20250072; ;      ;8060;067.16559;+15.87088
  4869; 5.20250073; ; 7.060;8039;067.20123;+17.28546
  4870; 5.20250074; ; 4.750;8029;067.20902;+13.04760
  4871; 5.20250075; ; 5.830;8039;067.24905;+16.15909
  4872; 5.20250076; ; 8.250;8039;067.37819;+26.67155
  4873; 5.20250077; ; 6.290;8039;067.33564;+17.54493
  4874; 5.20250078; ; 6.250;8039;067.37646;+17.86316
  4874; 5.20250078; ; 6.260;8043;067.37646;+17.86316
  4874; 5.20250078; ;      ;8060;067.37646;+17.86316
  4877; 5.20250079; ; 7.890;8039;067.38171;+17.89319
  4877; 5.20250079; ; 7.900;8043;067.38171;+17.89319
  4877; 5.20250079; ;      ;8060;067.38171;+17.89319
  4880; 5.20250080; ; 5.070;8029;067.53582;+15.63784
  4881; 5.20250081; ; 6.390;8039;067.57488;+19.84058
  4882; 5.20250082; ; 4.540;8029;067.64014;+16.19401
  4883; 5.20250083; ; 5.120;8029;067.66204;+15.69188
  4884; 5.20250084; ; 5.010;8029;067.65568;+13.72440
  4885; 5.20250085; ; 5.860;8039;067.69498;+16.14870
  4886; 5.20250086; ; 6.360;8039;067.73822;+10.75177
  4887; 5.20250087; ; 7.640;8039;067.81538;+20.13316
  4888; 5.20250088; ; 7.010;8039;067.87228;+13.90347
  4889; 5.20250089; ; 5.490;8029;067.96566;+15.85156
  4890; 5.20250090; ; 5.770;8029;068.02004;+05.41003
  4891; 5.20250091; ; 7.740;8039;068.20880;+16.00581
  4892; 5.20250092; ; 7.680;8039;068.24770;+15.81897
  4893; 5.20250093; ; 8.260;8039;068.40818;+16.76249
  4894; 5.20250094; ; 6.000;8039;068.44434;+13.25188
  4895; 5.20250095; ; 4.290;8029;068.46216;+14.84442
  4896; 5.20250096; ; 7.390;8039;068.49391;+15.16362
  4897; 5.20250097; ; 7.080;8039;068.64712;+15.50462
  4898; 5.20250098; ; 8.570;8039;068.72490;+28.06438
  4899; 5.20250099; ; 8.270;8039;069.02193;+15.68401
  4900; 5.20250100; ; 5.440;8029;069.12141;+23.34085
  4901; 5.20250101; ; 6.010;8039;069.16967;+15.86933
  4902; 5.20250102; ; 6.700;8039;069.38326;+15.14645
  4903; 5.20250103; ; 5.320;8029;069.53935;+16.03329
  4904; 5.20250104; ; 4.080;8029;069.53943;+12.51084
  4905; 5.20250105; ; 6.750;8039;069.71371;+23.14997
  4906; 5.20250106; ; 7.120;8039;069.73881;+14.10558
  4907; 5.20250107; ; 5.040;8029;069.77565;+07.87098
  4908; 5.20250108; ; 4.450;8029;069.81876;+15.91798
  4909; 5.20250109; ; 8.350;8039;070.02434;+23.30455
  4910; 5.20250110; ; 7.940;8039;070.20445;+23.80962
  4911; 5.20250111; ; 5.020;8029;071.10762;+11.14614
  4912; 5.20250112; ; 5.110;8029;071.50725;+11.70559
  4913; 5.20250113; ; 6.470;8039;071.68990;+09.01742
  4914; 5.20250114; ; 7.580;8039;071.90654;+18.25872
  4915; 5.20250115; ; 7.940;8039;072.17552;+21.10099
  4916; 5.20250116; ; 7.880;8039;072.26467;+18.64124
  4917; 5.20250117; ; 8.150;8039;072.30411;+24.80284
  4918; 5.20250118; ; 6.960;8039;072.38386;+15.88875
  4919; 5.20250119; ; 6.310;8039;072.59971;+17.20267
  4920; 5.20250120; ; 6.800;8039;072.64090;+15.08345
  4921; 5.20250121; ; 6.580;8039;072.70227;+16.21045
  4922; 5.20250122; ; 6.010;8039;072.80222;+11.06803
  4923; 5.20250123; ; 4.770;8029;072.84359;+18.83986
  4924; 5.20250124; ; 5.550;8039;072.95828;+13.65516
  4925; 5.20250125; ; 8.570;8039;073.41135;+23.02027
  4926; 5.20250126; ; 5.930;8029;073.74317;+19.48539
  4927; 5.20250127; ; 7.960;8039;074.45627;+14.00219
  4928; 5.20250128; ; 6.120;8039;074.93468;+15.91673
  4929; 5.20250129; ; 4.390;8029;075.77395;+21.58996
  4930; 5.20250130; ; 5.110;8029;077.33184;+09.82958
  4930; 5.20250130; ; 5.110;8121;077.33184;+09.82958
  4932; 5.20250131; ; 5.620;8029;077.43788;+28.03046
